age,ageSD,MaO18,MaO18SD
16.329,0.16329,-7.586,0.1
16.349,0.16349,-7.105,0.1
16.3685,0.163685,-6.867,0.1
16.3885,0.163885,-7.494,0.1
16.4075,0.164075,-7.253,0.1
16.4265,0.164265,-8.427,0.1
16.445,0.16445,-8.523,0.1
16.4645,0.164645,-8.247,0.1
16.479,0.16479,-8.461,0.1
16.4925,0.164925,-8.382,0.1
16.5065,0.165065,-7.589,0.1
16.52,0.1652,-8.019,0.1
16.534,0.16534,-7.953,0.1
16.5475,0.165475,-7.894,0.1
16.5605,0.165605,-7.84,0.1
16.5735,0.165735,-7.228,0.1
16.587,0.16587,-7.122,0.1
16.6005,0.166005,-6.914,0.1
16.6285,0.166285,-7.174,0.1
16.6865,0.166865,-8.198,0.1
16.701,0.16701,-7.512,0.1
16.7295,0.167295,-7.842,0.1
16.743,0.16743,-7.578,0.1
16.757,0.16757,-8.625,0.1
16.77,0.1677,-7.933,0.1
16.806,0.16806,-7.694,0.1
16.8345,0.168345,-7.552,0.1
16.8635,0.168635,-7.842,0.1
16.899,0.16899,-7.099,0.1
16.9185,0.169185,-8.175,0.1
16.938,0.16938,-7.837,0.1
16.9585,0.169585,-7.605,0.1
16.976,0.16976,-7.618,0.1
16.993,0.16993,-7.356,0.1
17.012,0.17012,-7.283,0.1
17.022,0.17022,-7.548,0.1
17.0325,0.170325,-7.286,0.1
17.0425,0.170425,-7.416,0.1
17.05,0.1705,-7.742,0.1
17.0575,0.170575,-7.276,0.1
17.065,0.17065,-7.194,0.1
17.0725,0.170725,-6.731,0.1
17.0815,0.170815,-7.147,0.1
17.0915,0.170915,-7.988,0.1
17.1005,0.171005,-7.806,0.1
17.1105,0.171105,-8.379,0.1
17.1235,0.171235,-7.702,0.1
17.136,0.17136,-8.566,0.1
17.1485,0.171485,-8.441,0.1
17.169,0.17169,-8.407,0.1
17.188,0.17188,-8.426,0.1
17.2065,0.172065,-8.022,0.1
17.227,0.17227,-8.431,0.1
17.251,0.17251,-8.611,0.1
17.263,0.17263,-8.049,0.1
17.275,0.17275,-8.296,0.1
17.3025,0.173025,-8.285,0.1
17.3275,0.173275,-8.073,0.1
17.354,0.17354,-7.603,0.1
17.3905,0.173905,-7.9,0.1
17.42,0.1742,-8.523,0.1
17.45,0.1745,-8.367,0.1
17.4865,0.174865,-8.186,0.1
17.5155,0.175155,-7.925,0.1
17.5415,0.175415,-7.256,0.1
17.567,0.17567,-7.519,0.1
17.595,0.17595,-7.6,0.1
17.625,0.17625,-7.975,0.1
17.6525,0.176525,-7.267,0.1
17.684,0.17684,-7.234,0.1
17.702,0.17702,-7.331,0.1
17.7195,0.177195,-7.356,0.1
17.7365,0.177365,-7.955,0.1
17.7545,0.177545,-8.401,0.1
17.792,0.17792,-7.531,0.1
17.824,0.17824,-7.714,0.1
17.854,0.17854,-8.803,0.1
17.886,0.17886,-8.722,0.1
17.9225,0.179225,-8.063,0.1
17.999,0.17999,-9.2,0.1
18.0515,0.180515,-8.413,0.1
18.1035,0.181035,-8.396,0.1
18.18,0.1818,-9.139,0.1
18.205,0.18205,-8.271,0.1
18.228,0.18228,-8.43,0.1
18.252,0.18252,-8.273,0.1
18.2775,0.182775,-8.858,0.1
18.2925,0.182925,-8.688,0.1
18.3075,0.183075,-8.253,0.1
18.3225,0.183225,-8.325,0.1
18.3375,0.183375,-8.164,0.1
18.3605,0.183605,-8.277,0.1
18.3815,0.183815,-8.417,0.1
18.4045,0.184045,-8.694,0.1
18.414,0.18414,-7.989,0.1
18.423,0.18423,-8.038,0.1
18.432,0.18432,-8.766,0.1
18.4415,0.184415,-8.457,0.1
18.4505,0.184505,-8.777,0.1
18.46,0.1846,-8.692,0.1
18.469,0.18469,-9.116,0.1
18.4785,0.184785,-8.93,0.1
18.49,0.1849,-7.96,0.1
18.502,0.18502,-7.984,0.1
18.5135,0.185135,-8.901,0.1
18.525,0.18525,-9.144,0.1
18.541,0.18541,-8.953,0.1
18.5565,0.185565,-8.983,0.1
18.572,0.18572,-9.173,0.1
18.6015,0.186015,-8.39,0.1
18.628,0.18628,-8.22,0.1
18.6585,0.186585,-8.163,0.1
18.6705,0.186705,-8.317,0.1
18.6835,0.186835,-8.24,0.1
18.696,0.18696,-10.011,0.1
18.708,0.18708,-10.135,0.1
18.722,0.18722,-9.217,0.1
18.7355,0.187355,-9.149,0.1
18.749,0.18749,-9.488,0.1
18.763,0.18763,-9.229,0.1
18.7775,0.187775,-8.466,0.1
18.786,0.18786,-8.733,0.1
18.794,0.18794,-8.92,0.1
18.802,0.18802,-8.972,0.1
18.8105,0.188105,-7.795,0.1
18.819,0.18819,-8.512,0.1
18.825,0.18825,-9.094,0.1
18.831,0.18831,-9.87,0.1
18.837,0.18837,-9.074,0.1
18.8425,0.188425,-8.938,0.1
18.8485,0.188485,-9.351,0.1
18.8545,0.188545,-9.314,0.1
18.862,0.18862,-8.684,0.1
18.869,0.18869,-8.924,0.1
18.876,0.18876,-8.026,0.1
18.8835,0.188835,-7.772,0.1
18.893,0.18893,-8.49,0.1
18.902,0.18902,-8.874,0.1
18.9115,0.189115,-8.264,0.1
18.921,0.18921,-8.348,0.1
18.93,0.1893,-8.628,0.1
18.94,0.1894,-8.634,0.1
18.9495,0.189495,-8.524,0.1
18.9585,0.189585,-8.499,0.1
18.968,0.18968,-8.449,0.1
18.9775,0.189775,-8.496,0.1
18.9925,0.189925,-9.031,0.1
19.0075,0.190075,-8.249,0.1
19.022,0.19022,-8.19,0.1
19.0365,0.190365,-7.949,0.1
19.0465,0.190465,-8.028,0.1
19.0565,0.190565,-8.56,0.1
19.066,0.19066,-8.523,0.1
19.076,0.19076,-8.343,0.1
19.086,0.19086,-8.469,0.1
19.0965,0.190965,-8.385,0.1
19.107,0.19107,-8.203,0.1
19.1175,0.191175,-8.137,0.1
19.1285,0.191285,-8.651,0.1
19.1395,0.191395,-8.668,0.1
19.151,0.19151,-8.254,0.1
19.163,0.19163,-7.824,0.1
19.1755,0.191755,-7.945,0.1
19.188,0.19188,-8.233,0.1
19.1985,0.191985,-8.699,0.1
19.2095,0.192095,-8.016,0.1
19.22,0.1922,-9.065,0.1
19.231,0.19231,-8.683,0.1
19.2415,0.192415,-7.968,0.1
19.252,0.19252,-7.808,0.1
19.2635,0.192635,-8.06,0.1
19.312,0.19312,-8.27,0.1
19.3635,0.193635,-8.18,0.1
19.4235,0.194235,-7.74,0.1
19.444,0.19444,-7.9,0.1
19.465,0.19465,-8.04,0.1
19.486,0.19486,-8.21,0.1
19.5055,0.195055,-8.07,0.1
19.5255,0.195255,-7.74,0.1
19.5455,0.195455,-7.5,0.1
19.565,0.19565,-8.06,0.1
19.5845,0.195845,-7.94,0.1
19.6045,0.196045,-7.65,0.1
19.624,0.19624,-7.94,0.1
19.6435,0.196435,-8,0.1
19.663,0.19663,-8.22,0.1
19.682,0.19682,-8.43,0.1
19.702,0.19702,-7.84,0.1
19.721,0.19721,-7.48,0.1
19.741,0.19741,-7.68,0.1
19.7605,0.197605,-7.75,0.1
19.7795,0.197795,-8.17,0.1
19.799,0.19799,-8.19,0.1
19.8185,0.198185,-8.22,0.1
19.838,0.19838,-8.15,0.1
19.8575,0.198575,-8.05,0.1
19.8785,0.198785,-7.98,0.1
19.899,0.19899,-7.75,0.1
19.9205,0.199205,-7.94,0.1
19.942,0.19942,-8.04,0.1
19.9585,0.199585,-8.38,0.1
19.974,0.19974,-7.66,0.1
19.99,0.1999,-7.45,0.1
20.005,0.20005,-7.62,0.1
20.02,0.2002,-7.97,0.1
20.035,0.20035,-8.16,0.1
20.05,0.2005,-7.41,0.1
20.0655,0.200655,-7.32,0.1
20.081,0.20081,-7.33,0.1
20.0965,0.200965,-7.76,0.1
20.13,0.2013,-7.56,0.1
20.163,0.20163,-7.67,0.1
20.1925,0.201925,-7.59,0.1
20.2225,0.202225,-7.89,0.1
20.251,0.20251,-7.89,0.1
20.2795,0.202795,-7.63,0.1
20.3085,0.203085,-7.42,0.1
20.3365,0.203365,-7.52,0.1
20.3655,0.203655,-7.53,0.1
20.394,0.20394,-7.64,0.1
20.424,0.20424,-7.46,0.1
20.452,0.20452,-7.67,0.1
20.48,0.2048,-7.65,0.1
20.5095,0.205095,-7.78,0.1
20.54,0.2054,-8.06,0.1
20.5725,0.205725,-7.96,0.1
20.6075,0.206075,-7.72,0.1
20.661,0.20661,-7.9,0.1
20.706,0.20706,-7.95,0.1
20.745,0.20745,-7.61,0.1
20.786,0.20786,-7.24,0.1
20.825,0.20825,-7.49,0.1
20.8645,0.208645,-7.87,0.1
20.9035,0.209035,-7.77,0.1
20.9445,0.209445,-7.56,0.1
20.9845,0.209845,-7.54,0.1
21.0235,0.210235,-7.29,0.1
21.064,0.21064,-7.86,0.1
21.1045,0.211045,-7.79,0.1
21.149,0.21149,-7.9,0.1
21.2015,0.212015,-7.6,0.1
21.2525,0.212525,-7.68,0.1
21.298,0.21298,-7.36,0.1
21.338,0.21338,-7.3,0.1
21.3775,0.213775,-7.46,0.1
21.417,0.21417,-7.44,0.1
21.4565,0.214565,-7.9,0.1
21.4965,0.214965,-8,0.1
21.536,0.21536,-7.4,0.1
21.5765,0.215765,-7.46,0.1
21.6215,0.216215,-7.39,0.1
21.672,0.21672,-7.67,0.1
21.693,0.21693,-7.51,0.1
21.714,0.21714,-7.47,0.1
21.734,0.21734,-7.43,0.1
21.7545,0.217545,-7.62,0.1
21.774,0.21774,-7.84,0.1
21.7935,0.217935,-7.48,0.1
21.814,0.21814,-7.55,0.1
21.8345,0.218345,-7.55,0.1
21.856,0.21856,-7.72,0.1
21.8765,0.218765,-7.75,0.1
21.948,0.21948,-7.37,0.1
22.0035,0.220035,-8.25,0.1
22.0545,0.220545,-7.83,0.1
22.1035,0.221035,-7.56,0.1
22.154,0.22154,-7.22,0.1
22.2045,0.222045,-7.39,0.1
22.254,0.22254,-7.07,0.1
22.3035,0.223035,-7.17,0.1
22.3555,0.223555,-7.34,0.1
22.481,0.22481,-7.27,0.1
22.506,0.22506,-7.21,0.1
22.5305,0.225305,-7.63,0.1
22.554,0.22554,-7.63,0.1
22.577,0.22577,-7.46,0.1
22.5995,0.225995,-7.69,0.1
22.622,0.22622,-7.61,0.1
22.645,0.22645,-7.44,0.1
22.6675,0.226675,-7.46,0.1
22.6925,0.226925,-7.53,0.1
22.719,0.22719,-7.47,0.1
22.7615,0.227615,-7.38,0.1
22.7985,0.227985,-7.68,0.1
22.8315,0.228315,-7.54,0.1
22.865,0.22865,-7.75,0.1
22.898,0.22898,-7.91,0.1
22.9305,0.229305,-7.64,0.1
22.9635,0.229635,-7.31,0.1
22.996,0.22996,-7.42,0.1
23.029,0.23029,-7.4,0.1
23.063,0.23063,-7.44,0.1
23.1,0.231,-7.44,0.1
23.1405,0.231405,-7.65,0.1
23.154,0.23154,-7.69,0.1
23.1675,0.231675,-7.78,0.1
23.1805,0.231805,-7.28,0.1
23.1935,0.231935,-8.08,0.1
23.207,0.23207,-7.74,0.1
23.22,0.2322,-7.94,0.1
23.233,0.23233,-7.05,0.1
23.2465,0.232465,-7.12,0.1
23.2595,0.232595,-7.61,0.1
23.2735,0.232735,-7.68,0.1
23.2865,0.232865,-7.47,0.1
23.3,0.233,-7.56,0.1
23.334,0.23334,-7.52,0.1
23.3645,0.233645,-7.63,0.1
23.3925,0.233925,-7.67,0.1
23.4205,0.234205,-8.25,0.1
23.4485,0.234485,-7.68,0.1
23.4765,0.234765,-7.57,0.1
23.507,0.23507,-7.86,0.1
23.5405,0.235405,-8.01,0.1
23.565,0.23565,-7.9,0.1
23.5875,0.235875,-7.42,0.1
23.61,0.2361,-7.58,0.1
23.6315,0.236315,-7.74,0.1
23.6525,0.236525,-7.55,0.1
23.674,0.23674,-7.94,0.1
23.6965,0.236965,-7.5,0.1
23.7195,0.237195,-7.48,0.1
23.7435,0.237435,-7.42,0.1
23.769,0.23769,-7.11,0.1
23.794,0.23794,-7.13,0.1
23.817,0.23817,-7.13,0.1
23.84,0.2384,-7.35,0.1
23.8625,0.238625,-7.27,0.1
23.8855,0.238855,-7.42,0.1
23.909,0.23909,-7.09,0.1
23.934,0.23934,-6.96,0.1
23.96,0.2396,-7.21,0.1
24.0245,0.240245,-6.37,0.1
24.073,0.24073,-6.34,0.1
24.119,0.24119,-6.52,0.1
24.1635,0.241635,-6.81,0.1
24.208,0.24208,-6.72,0.1
24.252,0.24252,-6.29,0.1
24.2975,0.242975,-6.42,0.1
24.3425,0.243425,-6.68,0.1
24.388,0.24388,-6.78,0.1
24.437,0.24437,-6.99,0.1
24.4985,0.244985,-6.52,0.1
24.516,0.24516,-7.01,0.1
24.5335,0.245335,-6.79,0.1
24.55,0.2455,-6.18,0.1
24.567,0.24567,-6.85,0.1
24.584,0.24584,-7.26,0.1
24.601,0.24601,-8,0.1
24.619,0.24619,-7.56,0.1
24.6625,0.246625,-7.86,0.1
24.701,0.24701,-7.79,0.1
24.735,0.24735,-8.26,0.1
24.7695,0.247695,-7.85,0.1
24.8035,0.248035,-8.06,0.1
24.839,0.24839,-7.86,0.1
24.8765,0.248765,-7.81,0.1
24.919,0.24919,-8.23,0.1
24.95,0.2495,-7.46,0.1
24.98,0.2498,-7.56,0.1
25.008,0.25008,-7.64,0.1
25.036,0.25036,-7.86,0.1
25.0625,0.250625,-8.01,0.1
25.09,0.2509,-7.84,0.1
25.1165,0.251165,-8.04,0.1
25.1435,0.251435,-7.95,0.1
25.1695,0.251695,-7.65,0.1
25.197,0.25197,-7.75,0.1
25.2245,0.252245,-7.5,0.1
25.253,0.25253,-7.52,0.1
25.283,0.25283,-7.34,0.1
25.3145,0.253145,-7.59,0.1
25.3275,0.253275,-7.8,0.1
25.3405,0.253405,-8.16,0.1
25.3545,0.253545,-7.73,0.1
25.3675,0.253675,-7.35,0.1
25.38,0.2538,-7.71,0.1
25.3935,0.253935,-7.45,0.1
25.407,0.25407,-8.36,0.1
25.42,0.2542,-8.02,0.1
25.4335,0.254335,-8,0.1
25.447,0.25447,-8.05,0.1
25.48,0.2548,-7.66,0.1
25.5125,0.255125,-7.56,0.1
25.5425,0.255425,-7.08,0.1
25.571,0.25571,-7.56,0.1
25.599,0.25599,-7.53,0.1
25.6275,0.256275,-7.17,0.1
25.655,0.25655,-7.87,0.1
25.684,0.25684,-7.67,0.1
25.712,0.25712,-7.1,0.1
25.7395,0.257395,-7.41,0.1
25.7685,0.257685,-7.75,0.1
25.7965,0.257965,-7.75,0.1
25.825,0.25825,-7.53,0.1
25.854,0.25854,-7.34,0.1
25.882,0.25882,-7.39,0.1
25.911,0.25911,-7.84,0.1
25.941,0.25941,-7.86,0.1
25.972,0.25972,-7.76,0.1
26.003,0.26003,-8.12,0.1
26.0345,0.260345,-8.08,0.1
26.0655,0.260655,-8.05,0.1
26.0955,0.260955,-7.82,0.1
26.1235,0.261235,-7.65,0.1
26.1525,0.261525,-8.01,0.1
26.1805,0.261805,-7.86,0.1
26.209,0.26209,-8.08,0.1
26.237,0.26237,-8.53,0.1
26.2665,0.262665,-8.15,0.1
26.2975,0.262975,-8.61,0.1
26.331,0.26331,-9.45,0.1
26.3615,0.263615,-8.3,0.1
26.3905,0.263905,-7.65,0.1
26.4185,0.264185,-7.91,0.1
26.4455,0.264455,-8.18,0.1
26.4725,0.264725,-7.8,0.1
26.5,0.265,-8.49,0.1
26.5295,0.265295,-8.01,0.1
26.5605,0.265605,-8.23,0.1
26.581,0.26581,-8.23,0.1
26.6015,0.266015,-7.94,0.1
26.621,0.26621,-7.87,0.1
26.6405,0.266405,-7.84,0.1
26.6595,0.266595,-8.49,0.1
26.6785,0.266785,-8.79,0.1
26.698,0.26698,-9.37,0.1
26.7175,0.267175,-8.9,0.1
26.737,0.26737,-8.47,0.1
26.757,0.26757,-8.51,0.1
26.7765,0.267765,-8.58,0.1
26.8215,0.268215,-8.73,0.1
26.864,0.26864,-8.29,0.1
26.903,0.26903,-8.26,0.1
26.9415,0.269415,-8.78,0.1
26.979,0.26979,-8.6,0.1
27.017,0.27017,-8.11,0.1
27.0545,0.270545,-8.32,0.1
27.0925,0.270925,-8.56,0.1
27.13,0.2713,-8.33,0.1
27.168,0.27168,-8.06,0.1
27.206,0.27206,-8.28,0.1
27.2465,0.272465,-8.28,0.1
27.2885,0.272885,-8.62,0.1
27.332,0.27332,-8.4,0.1
27.3695,0.273695,-8.28,0.1
27.4055,0.274055,-8.69,0.1
27.4405,0.274405,-8.58,0.1
27.4735,0.274735,-8.47,0.1
27.5065,0.275065,-8.57,0.1
27.54,0.2754,-8.67,0.1
27.573,0.27573,-8.98,0.1
27.606,0.27606,-8.57,0.1
27.638,0.27638,-8.94,0.1
27.671,0.27671,-8.86,0.1
27.7035,0.277035,-8.93,0.1
27.7365,0.277365,-9.29,0.1
27.7685,0.277685,-9.41,0.1
27.8015,0.278015,-9.43,0.1
27.8355,0.278355,-9.45,0.1
27.8705,0.278705,-8.98,0.1
27.906,0.27906,-9.1,0.1
27.9445,0.279445,-8.69,0.1
27.973,0.27973,-7.98,0.1
28.001,0.28001,-8.24,0.1
28.0285,0.280285,-8.51,0.1
28.0555,0.280555,-8.11,0.1
28.083,0.28083,-8.77,0.1
28.111,0.28111,-8.08,0.1
28.149,0.28149,-8.45,0.1
28.1845,0.281845,-8.29,0.1
28.2185,0.282185,-8.38,0.1
28.252,0.28252,-8.5,0.1
28.317,0.28317,-8.39,0.1
28.3505,0.283505,-8.91,0.1
28.383,0.28383,-8.36,0.1
28.417,0.28417,-8.56,0.1
28.453,0.28453,-8.51,0.1
28.4905,0.284905,-8.48,0.1
28.5225,0.285225,-8.48,0.1
28.5535,0.285535,-8.21,0.1
28.6145,0.286145,-8.57,0.1
28.644,0.28644,-8.93,0.1
28.673,0.28673,-8.7,0.1
28.702,0.28702,-8.79,0.1
28.731,0.28731,-9.17,0.1
28.761,0.28761,-9.2,0.1
28.7885,0.287885,-9.13,0.1
28.8175,0.288175,-9.12,0.1
28.846,0.28846,-9.42,0.1
28.8765,0.288765,-9.48,0.1
28.904,0.28904,-9.67,0.1
28.934,0.28934,-9.36,0.1
28.963,0.28963,-9.1,0.1
28.992,0.28992,-9.99,0.1
29.0225,0.290225,-9.82,0.1
29.0525,0.290525,-9.68,0.1
29.085,0.29085,-9.69,0.1
29.1165,0.291165,-9.68,0.1
29.1515,0.291515,-8.84,0.1
29.1855,0.291855,-8.97,0.1
29.2175,0.292175,-8.44,0.1
29.2475,0.292475,-8.83,0.1
29.279,0.29279,-8.86,0.1
29.31,0.2931,-8.98,0.1
29.341,0.29341,-8.87,0.1
29.3745,0.293745,-8.72,0.1
29.409,0.29409,-8.66,0.1
29.451,0.29451,-8.4,0.1
29.491,0.29491,-8.34,0.1
29.528,0.29528,-8,0.1
29.5645,0.295645,-8.37,0.1
29.601,0.29601,-8.84,0.1
29.637,0.29637,-8.11,0.1
29.6735,0.296735,-8.07,0.1
29.7115,0.297115,-8.48,0.1
29.7515,0.297515,-8.22,0.1
29.7935,0.297935,-8.34,0.1
29.829,0.29829,-8.34,0.1
29.8645,0.298645,-7.95,0.1
29.8975,0.298975,-8.52,0.1
29.9305,0.299305,-8.22,0.1
29.963,0.29963,-8.06,0.1
29.995,0.29995,-8.46,0.1
30.0275,0.300275,-8.46,0.1
30.059,0.30059,-8.42,0.1
30.0915,0.300915,-7.91,0.1
30.126,0.30126,-8,0.1
30.1595,0.301595,-8.28,0.1
30.195,0.30195,-8.46,0.1
30.23,0.3023,-8.34,0.1
30.2665,0.302665,-8.36,0.1
30.3015,0.303015,-8.55,0.1
30.3355,0.303355,-8.58,0.1
30.3695,0.303695,-8.41,0.1
30.4035,0.304035,-8.55,0.1
30.4385,0.304385,-8.7,0.1
30.481,0.30481,-8.74,0.1
30.5315,0.305315,-8.83,0.1
30.582,0.30582,-8.58,0.1
30.631,0.30631,-8.65,0.1
30.68,0.3068,-9.03,0.1
30.7275,0.307275,-9.47,0.1
30.7735,0.307735,-9.47,0.1
30.821,0.30821,-9.41,0.1
30.8705,0.308705,-9.1,0.1
30.916,0.30916,-8.95,0.1
30.964,0.30964,-8.68,0.1
31.012,0.31012,-8.86,0.1
31.061,0.31061,-8.67,0.1
31.1095,0.311095,-8.94,0.1
31.159,0.31159,-8.8,0.1
31.2285,0.312285,-8.96,0.1
31.295,0.31295,-8.89,0.1
31.3595,0.313595,-8.94,0.1
31.426,0.31426,-8.66,0.1
31.492,0.31492,-8.82,0.1
31.559,0.31559,-8.63,0.1
31.6285,0.316285,-8.5,0.1
31.7105,0.317105,-8.8,0.1
31.7895,0.317895,-8.35,0.1
31.863,0.31863,-8.39,0.1
31.937,0.31937,-8.86,0.1
32.0085,0.320085,-8.99,0.1
32.082,0.32082,-9.34,0.1
32.156,0.32156,-9.52,0.1
32.236,0.32236,-9.49,0.1
32.3285,0.323285,-9.15,0.1
32.385,0.32385,-9.89,0.1
32.4415,0.324415,-9.5,0.1
32.495,0.32495,-10.04,0.1
32.5465,0.325465,-9.7,0.1
32.5965,0.325965,-9.85,0.1
32.647,0.32647,-9.61,0.1
32.6975,0.326975,-8.57,0.1
32.75,0.3275,-8.64,0.1
32.8015,0.328015,-8.5,0.1
32.8535,0.328535,-8.58,0.1
32.9245,0.329245,-8.93,0.1
33.001,0.33001,-8.69,0.1
33.0775,0.330775,-8.71,0.1
33.151,0.33151,-8.86,0.1
33.224,0.33224,-8.59,0.1
33.298,0.33298,-8.62,0.1
33.3775,0.333775,-9.01,0.1
33.4575,0.334575,-9.2,0.1
33.5335,0.335335,-9.51,0.1
33.6095,0.336095,-9.48,0.1
33.682,0.33682,-9.47,0.1
33.752,0.33752,-9.35,0.1
33.8235,0.338235,-9.17,0.1
33.8945,0.338945,-9.47,0.1
33.9625,0.339625,-9.94,0.1
34.0335,0.340335,-9.07,0.1
34.102,0.34102,-8.73,0.1
34.175,0.34175,-8.37,0.1
34.2485,0.342485,-8.79,0.1
34.3195,0.343195,-8.63,0.1
34.3725,0.343725,-8.62,0.1
34.422,0.34422,-8.73,0.1
34.471,0.34471,-8.69,0.1
34.524,0.34524,-8.78,0.1
34.573,0.34573,-8.54,0.1
34.6245,0.346245,-9.22,0.1
34.6745,0.346745,-9.16,0.1
34.7235,0.347235,-9.21,0.1
34.776,0.34776,-9.37,0.1
34.8255,0.348255,-9.41,0.1
34.8745,0.348745,-9.55,0.1
34.924,0.34924,-9.22,0.1
34.9765,0.349765,-9.64,0.1
35.027,0.35027,-9.83,0.1
35.0785,0.350785,-10.24,0.1
35.1315,0.351315,-10.18,0.1
35.1805,0.351805,-10.02,0.1
35.2455,0.352455,-9.67,0.1
35.311,0.35311,-9.34,0.1
35.374,0.35374,-9.63,0.1
35.4385,0.354385,-9.79,0.1
35.5005,0.355005,-9.75,0.1
35.565,0.35565,-8.78,0.1
35.6275,0.356275,-8.83,0.1
35.6915,0.356915,-8.69,0.1
35.756,0.35756,-8.99,0.1
35.8235,0.358235,-8.89,0.1
35.892,0.35892,-8.73,0.1
35.9705,0.359705,-8.17,0.1
36.0435,0.360435,-8.44,0.1
36.115,0.36115,-8.54,0.1
36.1835,0.361835,-8.56,0.1
36.254,0.36254,-8.59,0.1
36.3255,0.363255,-8.79,0.1
36.4025,0.364025,-8.64,0.1
36.484,0.36484,-9.1,0.1
36.566,0.36566,-8.66,0.1
36.642,0.36642,-9.47,0.1
36.714,0.36714,-9.74,0.1
36.7885,0.367885,-9.32,0.1
36.8665,0.368665,-9.53,0.1
36.9505,0.369505,-9.43,0.1
36.997,0.36997,-9.61,0.1
37.0435,0.370435,-9.73,0.1
37.0895,0.370895,-9.52,0.1
37.135,0.37135,-9.28,0.1
37.1785,0.371785,-9.6,0.1
37.223,0.37223,-9.32,0.1
37.2665,0.372665,-9.67,0.1
37.31,0.3731,-9.5,0.1
37.354,0.37354,-9.73,0.1
37.396,0.37396,-9.54,0.1
37.4395,0.374395,-9.66,0.1
37.484,0.37484,-9.96,0.1
37.5265,0.375265,-9.94,0.1
37.5715,0.375715,-9.92,0.1
37.616,0.37616,-9.7,0.1
37.6585,0.376585,-10.01,0.1
37.704,0.37704,-9.6,0.1
37.75,0.3775,-9.22,0.1
37.7965,0.377965,-9.78,0.1
37.842,0.37842,-9.37,0.1
37.877,0.37877,-9.73,0.1
37.9115,0.379115,-9.79,0.1
37.945,0.37945,-10.1,0.1
37.9795,0.379795,-9.55,0.1
38.014,0.38014,-9.49,0.1
38.046,0.38046,-9.37,0.1
38.0805,0.380805,-9.15,0.1
38.1145,0.381145,-9.46,0.1
38.148,0.38148,-9.6,0.1
38.182,0.38182,-9.77,0.1
38.2165,0.382165,-9.89,0.1
38.2515,0.382515,-9.63,0.1
38.284,0.38284,-9.69,0.1
38.332,0.38332,-8.58,0.1
38.393,0.38393,-8.36,0.1
38.4495,0.384495,-8.67,0.1
38.5045,0.385045,-8.45,0.1
38.558,0.38558,-8.45,0.1
38.611,0.38611,-8.49,0.1
38.6645,0.386645,-8.43,0.1
38.718,0.38718,-8.1,0.1
38.7725,0.387725,-8.08,0.1
38.8235,0.388235,-8.13,0.1
38.879,0.38879,-7.93,0.1
38.934,0.38934,-8.22,0.1
38.988,0.38988,-8.24,0.1
39.0415,0.390415,-8.36,0.1
39.0835,0.390835,-7.96,0.1
39.1275,0.391275,-7.76,0.1
39.1705,0.391705,-8.39,0.1
39.2135,0.392135,-7.98,0.1
39.254,0.39254,-7.97,0.1
39.2965,0.392965,-7.99,0.1
39.342,0.39342,-7.98,0.1
39.3835,0.393835,-7.82,0.1
39.424,0.39424,-7.94,0.1
39.468,0.39468,-7.69,0.1
39.5105,0.395105,-7.46,0.1
39.552,0.39552,-7.59,0.1
39.5945,0.395945,-7.51,0.1
39.6385,0.396385,-8.12,0.1
39.68,0.3968,-8.5,0.1
39.7225,0.397225,-8.53,0.1
39.767,0.39767,-8.49,0.1
39.8085,0.398085,-8.33,0.1
39.8535,0.398535,-8.39,0.1
39.8985,0.398985,-8.35,0.1
39.9405,0.399405,-8.6,0.1
39.9729,0.399729,-9.489,0.1
40.0147,0.400147,-9.972,0.1
40.045,0.40045,-9.633,0.1
40.0765,0.400765,-9.78,0.1
40.1183,0.401183,-9.673,0.1
40.1495,0.401495,-9.759,0.1
40.1798,0.401798,-9.581,0.1
40.2218,0.402218,-9.396,0.1
40.2545,0.402545,-9.497,0.1
40.2854,0.402854,-9.113,0.1
40.3264,0.403264,-8.857,0.1
40.357,0.40357,-9.008,0.1
40.3936,0.403936,-9.183,0.1
40.4416,0.404416,-8.772,0.1
40.477,0.40477,-8.735,0.1
40.5121,0.405121,-9.033,0.1
40.5583,0.405583,-9.136,0.1
40.5925,0.405925,-9.189,0.1
40.6312,0.406312,-8.941,0.1
40.6818,0.406818,-9.031,0.1
40.719,0.40719,-9.282,0.1
40.7568,0.407568,-8.972,0.1
40.8066,0.408066,-9.029,0.1
40.8435,0.408435,-9.029,0.1
40.8801,0.408801,-9.303,0.1
40.9287,0.409287,-9.241,0.1
40.965,0.40965,-9.414,0.1
41.0016,0.410016,-9.705,0.1
41.05,0.4105,-9.657,0.1
41.086,0.41086,-9.835,0.1
41.1229,0.411229,-9.561,0.1
41.1725,0.411725,-9.215,0.1
41.21,0.4121,-9.237,0.1
41.2511,0.412511,-9.491,0.1
41.3047,0.413047,-9.379,0.1
41.344,0.41344,-9.406,0.1
41.3803,0.413803,-9.838,0.1
41.4283,0.414283,-10.022,0.1
41.464,0.41464,-9.62,0.1
41.4988,0.414988,-9.343,0.1
41.545,0.41545,-9.598,0.1
41.5795,0.415795,-9.612,0.1
41.6131,0.416131,-9.515,0.1
41.6587,0.416587,-9.228,0.1
41.6935,0.416935,-8.788,0.1
41.7268,0.417268,-8.975,0.1
41.7712,0.417712,-8.346,0.1
